Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,121.300003,121.750000,118.940002,119.889999,119.598801,2844400
2020-01-03,118.199997,119.139999,117.769997,118.360001,118.072517,5480900
2020-01-06,117.690002,119.180000,116.949997,119.120003,118.830673,2199100
2020-01-07,119.160004,119.639999,117.959999,119.150002,118.860596,1718400
2020-01-08,119.070000,120.879997,118.860001,120.220001,119.927994,3388200
2020-01-09,120.809998,121.629997,120.529999,121.040001,120.746010,1979400
2020-01-10,121.199997,121.910004,120.379997,120.449997,120.157425,2498500
2020-01-13,120.580002,120.580002,118.080002,119.160004,118.870575,3960100
2020-01-14,119.050003,121.620003,118.379997,121.110001,120.815834,3855900
2020-01-15,121.099998,122.580002,121.010002,121.730003,121.434334,4309800
2020-01-16,122.589996,122.959999,121.559998,122.349998,122.052826,1908000
2020-01-17,122.760002,122.839996,121.470001,121.889999,121.593933,1907100
2020-01-21,121.699997,121.930000,120.540001,120.720001,120.426773,2795100
2020-01-22,121.000000,121.680000,120.330002,120.459999,120.167412,1395400
2020-01-23,120.160004,120.250000,118.459999,119.500000,119.209747,3413300
2020-01-24,119.849998,120.000000,116.269997,116.879997,116.596107,4309700
2020-01-27,115.000000,116.769997,114.540001,116.089996,115.808029,2580300
2020-01-28,117.029999,117.839996,116.540001,117.320000,117.035042,2347300
2020-01-29,117.750000,117.980003,117.160004,117.239998,116.955223,1585400
2020-01-30,116.480003,116.830002,114.739998,115.540001,115.259369,4027100
2020-01-31,115.209999,115.339996,112.639999,113.809998,113.533562,3398500
2020-02-03,114.879997,116.190002,114.709999,115.820000,115.538689,2086500
2020-02-04,117.379997,118.940002,117.279999,118.550003,118.262054,3072900
2020-02-05,119.599998,123.480003,119.529999,121.559998,121.264740,7266900
2020-02-06,122.820000,122.949997,121.320000,122.470001,122.172531,3570500
2020-02-07,122.070000,122.209999,120.989998,121.529999,121.234810,2062900
2020-02-10,121.290001,122.750000,121.000000,122.730003,122.431900,1948200
2020-02-11,123.000000,123.580002,122.440002,122.669998,122.372040,2229200
2020-02-12,123.120003,123.360001,122.059998,122.940002,122.641388,2463800
2020-02-13,122.760002,122.860001,121.879997,121.949997,121.653793,2553900
2020-02-14,122.169998,122.639999,121.300003,122.470001,122.172531,1374300
2020-02-18,122.300003,122.650002,121.519997,122.519997,122.222404,1951400
2020-02-19,122.959999,123.919998,122.820000,123.480003,123.180077,1405500
2020-02-20,123.650002,123.650002,121.290001,123.309998,123.010490,2381300
2020-02-21,123.269997,123.580002,122.129997,123.080002,122.781052,2149200
2020-02-24,120.750000,120.919998,118.510002,119.839996,119.548920,4531700
2020-02-25,120.629997,121.129997,116.480003,116.800003,116.516296,4565200
2020-02-26,118.000000,119.570000,117.180000,118.360001,118.072517,5381800
2020-02-27,117.699997,118.269997,113.430000,113.430000,113.154495,6086300
2020-02-28,110.000000,114.220001,109.699997,113.879997,113.603394,8506700
2020-03-02,114.900002,119.419998,114.019997,119.419998,119.129944,6159600
2020-03-03,118.599998,120.730003,114.680000,116.230003,115.947685,7118900
2020-03-04,118.639999,121.680000,117.610001,121.680000,121.384453,4937600
2020-03-05,118.980003,121.860001,118.489998,119.559998,119.269600,3456900
2020-03-06,116.430000,118.629997,115.930000,118.029999,117.743317,3915500
2020-03-09,110.849998,114.139999,109.599998,110.000000,109.732811,4898000
2020-03-10,113.150002,113.169998,106.800003,112.309998,112.037201,4877800
2020-03-11,109.870003,111.790001,105.720001,106.970001,106.710182,6625100
2020-03-12,101.220001,103.129997,97.500000,97.500000,97.263176,7480200
