Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,24.209999,24.570000,24.209999,24.570000,24.477856,13300
2020-01-03,24.209999,24.419001,24.150000,24.299999,24.208868,21900
2020-01-06,24.209999,24.459999,24.209999,24.459999,24.368267,16900
2020-01-07,24.549999,24.735001,24.549999,24.680000,24.587444,25300
2020-01-08,24.620001,24.980000,24.620001,24.879999,24.786692,25000
2020-01-09,25.100000,25.139999,24.950001,25.110001,25.015831,20300
2020-01-10,25.240000,25.320000,25.145000,25.209999,25.115456,26300
2020-01-13,25.370001,25.629999,25.327999,25.610001,25.513956,51200
2020-01-14,25.530001,25.530001,25.340000,25.416000,25.320684,47900
2020-01-15,25.450001,25.709000,25.450001,25.525000,25.429274,51900
2020-01-16,25.670000,25.879999,25.620001,25.722000,25.625536,57500
2020-01-17,25.850000,25.850000,25.730000,25.789000,25.692284,30100
2020-01-21,25.540001,25.650999,25.430000,25.510000,25.414331,60000
2020-01-22,25.690001,25.834999,25.570000,25.618000,25.521925,16800
2020-01-23,25.469999,25.650000,25.358999,25.610001,25.513956,23600
2020-01-24,25.780001,25.900000,25.379999,25.569000,25.473110,36900
2020-01-27,24.770000,25.174999,24.650000,25.000000,24.906244,36000
2020-01-28,25.180000,25.510000,25.094999,25.493999,25.398390,31500
2020-01-29,25.730000,25.795000,25.559000,25.681000,25.584690,27300
2020-01-30,25.350000,25.657000,25.261000,25.657000,25.560780,25400
2020-01-31,25.580000,25.580000,25.184999,25.240000,25.145344,17600
2020-02-03,25.400000,25.760000,25.400000,25.690001,25.593657,57600
2020-02-04,26.240000,26.500000,26.190001,26.420000,26.320919,65200
2020-02-05,26.719999,26.809999,26.059999,26.139999,26.041967,57200
2020-02-06,26.200001,26.239000,26.035000,26.181000,26.082813,31500
2020-02-07,26.219999,26.290001,26.059999,26.105000,26.007099,40400
2020-02-10,26.030001,26.389999,26.030001,26.370001,26.271107,57300
2020-02-11,26.570000,26.740000,26.500000,26.549999,26.450430,49100
2020-02-12,26.860001,26.950001,26.688000,26.929001,26.828011,91000
2020-02-13,26.750000,27.090000,26.750000,26.930000,26.829006,87300
2020-02-14,27.030001,27.110001,26.950001,27.059999,26.958517,77200
2020-02-18,27.000000,27.080000,26.920000,27.030001,26.928631,46600
2020-02-19,27.209999,27.500000,27.157000,27.379999,27.277317,102200
2020-02-20,27.510000,27.735001,27.000000,27.420000,27.317167,85800
2020-02-21,27.350000,27.350000,26.780001,26.920000,26.819042,80200
2020-02-24,25.650000,25.985001,25.299999,25.809999,25.713205,126200
2020-02-25,26.020000,26.063999,24.962000,25.020000,24.926168,94400
2020-02-26,25.139999,25.552000,24.900000,25.049999,24.956055,136700
2020-02-27,24.750000,25.365999,24.400000,24.410000,24.318457,92100
2020-02-28,23.570000,24.660000,23.559999,24.660000,24.567518,92900
2020-03-02,24.730000,25.190001,24.340000,25.190001,25.095531,60700
2020-03-03,25.299999,25.500000,24.299999,24.580000,24.487818,44200
2020-03-04,24.840000,25.277000,24.670000,25.230000,25.135380,65000
2020-03-05,24.730000,25.020000,24.400000,24.503000,24.411108,35500
2020-03-06,23.940001,24.120001,23.540001,24.040001,23.949844,62000
2020-03-09,22.500000,23.000000,22.000000,22.230000,22.146631,68200
2020-03-10,22.959999,23.100000,22.111000,23.090000,23.003407,112200
2020-03-11,22.400000,22.580000,21.520000,21.820000,21.738169,120600
2020-03-12,20.209999,20.457001,19.544001,19.559999,19.486645,108500
2020-03-13,20.790001,21.100000,19.805000,21.100000,21.020870,70000
2020-03-16,18.480000,19.537001,17.930000,18.410000,18.340958,103800
2020-03-17,18.930000,19.545000,18.230000,19.282000,19.209686,53500
2020-03-18,18.030001,18.500000,16.940001,17.760000,17.693396,87200
2020-03-19,17.820000,18.660000,17.430000,18.299999,18.231369,76700
2020-03-20,18.889999,19.280001,17.900000,17.950001,17.882683,71300
2020-03-23,17.990000,18.120001,17.261000,18.080000,18.012196,116400
2020-03-24,18.889999,19.820000,18.889999,19.740000,19.665970,123000
2020-03-25,19.920000,21.169001,19.753000,20.350000,20.273682,102300
2020-03-26,20.510000,21.242001,20.510000,21.180000,21.100569,67100
2020-03-27,20.410000,20.790001,20.219999,20.370001,20.293608,50100
2020-03-30,20.549999,20.730000,20.120001,20.709999,20.632332,29900
2020-03-31,20.809999,20.959999,20.250000,20.389999,20.313532,43100
2020-04-01,19.799999,19.799999,19.115000,19.225000,19.152901,75900
2020-04-02,19.180000,19.608999,19.040001,19.309999,19.237581,31500
2020-04-03,19.200001,19.250000,18.660000,18.820000,18.749420,31000
2020-04-06,19.670000,20.620001,19.670000,20.594999,20.517763,66300
2020-04-07,21.379999,21.540001,20.775000,20.830000,20.751883,58600
2020-04-08,21.139999,21.620001,21.066999,21.570000,21.489107,75200
2020-04-09,21.790001,22.320000,21.770000,21.840000,21.758095,164200
2020-04-13,21.889999,21.899000,21.379999,21.840000,21.758095,38500
2020-04-14,22.469999,22.760000,22.334000,22.690001,22.604906,116900
2020-04-15,22.160000,22.388000,21.961000,22.340000,22.256220,51800
2020-04-16,22.450001,22.610001,22.200001,22.450001,22.365807,33900
2020-04-17,22.940001,22.952000,22.687000,22.930000,22.844007,80700
2020-04-20,22.760000,23.400000,22.670000,23.030001,22.943632,92600
2020-04-21,22.719999,22.747999,22.090000,22.309999,22.226332,46000
2020-04-22,22.850000,23.240000,22.820000,23.200001,23.112995,48400
2020-04-23,23.340000,23.499001,23.059999,23.110001,23.023333,64600
2020-04-24,23.219999,23.469999,23.100000,23.420000,23.332169,31900
2020-04-27,23.670000,23.920000,23.641001,23.889999,23.800406,54800
2020-04-28,24.150000,24.160000,23.414000,23.483000,23.394932,80000
2020-04-29,23.910000,24.530001,23.870001,24.480000,24.388193,52900
2020-04-30,24.480000,24.580000,24.143999,24.219999,24.129168,41500
2020-05-01,23.570000,23.809999,23.420000,23.620001,23.531420,58100
2020-05-04,23.410000,23.889999,23.309999,23.870001,23.780481,37200
2020-05-05,24.280001,24.600000,24.200001,24.250000,24.159056,56000
2020-05-06,24.590000,24.777000,24.450001,24.520000,24.428043,76200
2020-05-07,25.100000,25.750000,25.100000,25.639999,25.543842,120100
2020-05-08,25.900000,26.459999,25.708000,26.340000,26.241219,101400
2020-05-11,26.240000,26.620001,26.190001,26.480000,26.380693,197200
2020-05-12,26.639999,26.660000,26.059999,26.059999,25.962267,227300
2020-05-13,26.110001,26.339001,25.389999,25.799999,25.703243,174000
2020-05-14,25.410000,26.160000,25.181000,26.160000,26.061893,107800
2020-05-15,25.870001,26.309999,25.750000,26.260000,26.161518,67000
2020-05-18,26.820000,26.940001,26.660000,26.700001,26.599869,68900
2020-05-19,26.700001,27.340000,26.700001,26.860001,26.759268,125300
2020-05-20,27.370001,27.650000,27.242001,27.530001,27.426756,186300
2020-05-21,27.379999,27.504999,26.940001,27.340000,27.237469,181900
2020-05-22,27.320000,27.580000,27.145000,27.580000,27.476568,81100
2020-05-26,28.340000,28.438999,27.764999,27.799999,27.695742,274700
2020-05-27,27.990000,27.990000,26.867001,27.730000,27.626005,173000
2020-05-28,27.799999,28.160000,27.610001,27.690001,27.586155,109900
2020-05-29,27.750000,28.360001,27.750000,28.320000,28.213793,92700
2020-06-01,28.379999,28.799999,28.320000,28.750000,28.642179,184000
2020-06-02,28.920000,29.260000,28.809999,29.250000,29.140305,229800
2020-06-03,29.510000,29.809999,29.340000,29.719999,29.608541,214700
2020-06-04,29.730000,29.840000,29.120001,29.340000,29.229967,184600
2020-06-05,29.520000,29.892000,29.475000,29.680000,29.568693,104600
2020-06-08,29.799999,29.870001,29.559999,29.870001,29.757980,129100
